Profile Summary
Generated on: 2023-01-15 20:28:39
Msec since Epoch: 1673785719821
Profiled application: host
Target platform: 
Tool version: 2019.2
XRT build version: 2.3.1301
Build version branch: 2019.2
Build version hash: 192e706aea53163a04c574f9b3fe9ed76b6ca471
Build version date: 2019-10-25 03:04:42
Target devices: xilinx_u50_xdma_201920_1-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateProgramWithBinary,1,54.2267,54.2267,54.2267,54.2267,
clFinish,2,3.81161,1.82199,1.90581,1.98963,
clCreateKernel,1,0.935846,0.935846,0.935846,0.935846,
clEnqueueTask,2,0.191013,0.088779,0.0955065,0.102234,
clEnqueueMigrateMemObjects,4,0.144273,0.021821,0.0360682,0.072898,
clRetainMemObject,8,0.106032,0.00519,0.013254,0.029536,
clReleaseMemObject,10,0.096524,0.003607,0.0096524,0.048392,
clGetExtensionFunctionAddress,2,0.058521,0.011442,0.0292605,0.047079,
clRetainDevice,4,0.054984,0.003878,0.013746,0.040727,
clReleaseKernel,1,0.05258,0.05258,0.05258,0.05258,
clGetPlatformInfo,14,0.050498,0.003437,0.003607,0.004519,
clGetEventProfilingInfo,4,0.036809,0.00561,0.00920225,0.013475,
clReleaseEvent,2,0.034856,0.013215,0.017428,0.021641,
clSetKernelArg,2,0.028905,0.007354,0.0144525,0.021551,
clReleaseDevice,4,0.018695,0.003607,0.00467375,0.006793,
clGetDeviceIDs,2,0.017051,0.005019,0.0085255,0.012032,
clCreateBuffer,2,0.015279,0.004268,0.0076395,0.011011,
clGetExtensionFunctionAddressForPlatform,2,0.01051,0.003977,0.005255,0.006533,
clCreateContext,1,0.010289,0.010289,0.010289,0.010289,
clGetDeviceInfo,2,0.009288,0.004539,0.004644,0.004749,
clCreateCommandQueue,1,0.007424,0.007424,0.007424,0.007424,
clReleaseCommandQueue,1,0.005139,0.005139,0.005139,0.005139,
clReleaseProgram,1,0.004619,0.004619,0.004619,0.004619,
clReleaseContext,1,0.004208,0.004208,0.004208,0.004208,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
alveo_hls4ml,2,3.56449,1.75805,1.78225,1.80645,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),


Data Transfer: Host to Global Memory
Context:Number of Devices,Transfer Type,Number Of Buffer Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Buffer Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,2,0.343790,0.003581,0.02,0.116350,0.058175,
context0:1,WRITE,2,220.310796,2.294904,24.64,0.223684,0.111842,


Data Transfer: Kernels to Global Memory
Device,Compute Unit/Port Name,Kernel Arguments,Memory Resources,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Latency (ns),


Top Data Transfer: Kernels to Global Memory
Device,Compute Unit,Number of Transfers,Average Bytes per Transfer,Transfer Efficiency (%),Total Data Transfer (MB),Total Write (MB),Total Read (MB),Total Transfer Rate (MB/s),


Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
36575120,alveo_hls4ml,0,0,xilinx_u50_xdma_201920_1-0,114.72,1.80645,1:1:1,1:1:1,
36575120,alveo_hls4ml,0,0,xilinx_u50_xdma_201920_1-0,132.207,1.75805,1:1:1,1:1:1,


Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,0,0,132.033,0.114257,24.64,215.654183,
0,0,0,114.463,0.109427,24.64,225.172946,


Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
268435456,0,0,134.022,0.071706,0.02,0.278917,
268435456,0,0,116.594,0.044644,0.02,0.447989,


Guidance Parameters
Parameter,Element,Value,
DEVICE_EXEC_TIME,xilinx_u50_xdma_201920_1-0,19.245192,
CU_CALLS,xilinx_u50_xdma_201920_1-0|alveo_hls4ml_1,2,
MEMORY_BIT_WIDTH,xilinx_u50_xdma_201920_1-0,512,
MIGRATE_MEM,host,4,
MEMORY_USAGE,HBM[0],1,
MEMORY_USAGE,HBM[1],1,
PLRAM_DEVICE,all,1,
HBM_DEVICE,all,0,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
P2P_HOST_TRANSFERS,host,0,
PORT_BIT_WIDTH,alveo_hls4ml_1/m_axi_gmem0,64,
PORT_BIT_WIDTH,alveo_hls4ml_1/m_axi_gmem1,32,
KERNEL_COUNT,alveo_hls4ml,1,
OBJECTS_RELEASED,all,1,
TRACE_MEMORY,all,FIFO,
CU_CONTEXT_EN,all,0,


